Timestamp(us),Time,CPU_Core,PID,TID,Command,FD,Raw_Cmd_Hex,IOCTL_Dir,IOCTL_Type(Char),IOCTL_Nr,Data_Size_Bytes
7642557687,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642558085,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642558443,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642558619,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642558936,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642559074,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642559353,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642560810,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642562771,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642563072,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642564030,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642564200,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642564324,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642564558,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642566542,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642567068,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642567894,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642568259,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642568602,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642570857,15:57:15,8,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642572936,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642573232,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642573755,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642574232,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642574580,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642576349,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642576514,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642576833,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642577291,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642577435,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642577909,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642578623,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642578859,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642579293,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642579438,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642579564,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642580413,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642580739,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642582195,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642582366,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642582772,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642583505,15:57:15,2,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642584356,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642584881,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642585035,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642585182,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642585319,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642585482,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642587239,15:57:15,10,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642949846,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642950264,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642950380,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642950506,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642950627,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642950774,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642951045,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642951198,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642951341,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642951551,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642953810,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642954089,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642954375,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642954489,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
7642955320,15:57:15,15,18853,18853,python,3231285064,0x10,NONE,0x00,16,0
