Timestamp(us),Time,Direction,PID,TID,Command,Src_IP,Dest_IP,Port,Payload_Size_Bytes
7646310147,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310152,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310163,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310174,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310186,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310196,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310203,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310214,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310225,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310235,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310246,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310250,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310261,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310271,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310297,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310309,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310322,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310334,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310345,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310355,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310360,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310370,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310380,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310391,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310402,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310406,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310431,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310447,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310451,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310460,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310469,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310477,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310486,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310489,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310498,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310508,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310516,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310525,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310540,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310555,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310565,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310569,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310578,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310586,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310595,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310603,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310607,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310616,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310624,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310632,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310647,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310663,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310672,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310681,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310684,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310693,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
7646310703,15:57:19,IN_RECV,18853,18853,python,127.0.0.1,127.0.0.1,8000,8192
