Time,Event_Type,Direction,Src_IP,Dest_IP,Payload_MB_or_Delay_MS
00:47:06,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:06,NETWORK_IO,IN_RECV,216.239.38.223,192.168.52.110,0.0166
00:47:06,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,39.5855
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,39.482
00:47:07,SCHED_DELAY,CPU_WAIT,LOCAL,LOCAL,1.0234
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,39.3908
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,39.2072
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,38.9503
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,38.3938
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,37.6909
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,36.4481
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,35.2053
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,33.7139
00:47:07,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:07,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:07,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,32.3467
00:47:07,SCHED_DELAY,CPU_WAIT,LOCAL,LOCAL,7.2041
00:47:08,SCHED_DELAY,CPU_WAIT,LOCAL,LOCAL,1.4903
00:47:08,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,30.9796
00:47:08,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:08,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:08,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:08,SCHED_DELAY,CPU_WAIT,LOCAL,LOCAL,1.0167
00:47:08,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:08,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:09,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:09,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,39.5855
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,29.4882
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,37.0855
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,36.2086
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,35.3004
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,34.3922
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,33.484
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,32.5758
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,31.6676
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,30.7594
00:47:09,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,29.8512
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,28.943
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,28.0348
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,27.1265
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,26.2183
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,25.3101
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,24.4019
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,23.4937
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,22.5855
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,21.6773
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,20.7691
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,19.8609
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,18.9527
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,18.0445
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,17.1363
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,16.2281
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,15.3199
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,14.4117
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,13.5035
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,12.5953
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,11.6871
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,10.7789
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,9.8707
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,8.9625
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,8.0543
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,7.1461
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,6.2379
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,5.3297
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,4.4215
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,3.5133
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,2.6051
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,1.6969
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,0.7887
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,25.543
00:47:10,NETWORK_IO,IN_RECV,13.69.239.77,192.168.52.110,0.0166
00:47:10,NETWORK_IO,IN_RECV,13.69.239.77,192.168.52.110,0.0166
00:47:10,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:10,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,24.0516
00:47:10,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,22.2495
00:47:11,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,20.8823
00:47:11,TCP_RETRANSMIT,DROP,192.168.52.110,192.168.52.99,1.0
00:47:11,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,19.4531
00:47:11,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:11,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:11,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,17.651
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,16.0975
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,14.2332
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,12.5554
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,13.69.239.77,0.0114
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,11.064
00:47:12,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:12,NETWORK_IO,IN_RECV,192.168.2.245,192.168.52.110,0.0166
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,9.3862
00:47:12,NETWORK_IO,IN_RECV,13.69.239.77,192.168.52.110,0.0166
00:47:12,NETWORK_IO,IN_RECV,13.69.239.77,192.168.52.110,0.0166
00:47:12,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,7.8948
00:47:13,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,6.217
00:47:13,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,4.7256
00:47:13,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.110,39.7171
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,OUT_SEND,192.168.52.110,192.168.52.99,3.0478
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
00:47:13,NETWORK_IO,IN_RECV,192.168.52.110,192.168.52.110,0.25
