Time,Event_Type,Duration_ms
21:26:44,COMPUTE_MATH,2.1719
21:26:44,COMPUTE_MATH,2.9538
21:26:44,COMPUTE_MATH,3.7501
21:26:44,COMPUTE_MATH,0.8459
21:26:44,COMPUTE_MATH,2.2956
21:26:44,COMPUTE_MATH,0.357
21:26:44,COMPUTE_MATH,253.1408
21:26:44,COMPUTE_MATH,2.6569
21:26:44,COMPUTE_MATH,1.092
21:26:44,COMPUTE_MATH,1.0901
21:26:44,COMPUTE_MATH,2.0667
21:26:44,COMPUTE_MATH,1.7653
21:26:44,COMPUTE_MATH,1.7984
21:26:44,COMPUTE_MATH,1.9593
21:26:44,COMPUTE_MATH,14.2358
21:26:44,COMPUTE_MATH,0.4338
21:26:44,COMPUTE_MATH,0.5019
21:26:44,COMPUTE_MATH,31.0172
21:26:44,COMPUTE_MATH,1.2031
21:26:44,COMPUTE_MATH,255.2267
21:26:44,COMPUTE_MATH,0.0669
21:26:45,COMPUTE_MATH,466.5979
21:27:25,COMPUTE_MATH,0.8412
21:27:25,COMPUTE_MATH,3.8595
21:27:25,COMPUTE_MATH,3.9286
21:27:25,COMPUTE_MATH,0.9147
21:27:25,COMPUTE_MATH,4.5539
21:27:25,COMPUTE_MATH,0.1617
21:27:25,COMPUTE_MATH,24.8119
